%	T	X	Y	Z	VX	VY	VZ
2458736.5	0.0	-14191298.395	4333878.322	21811823.968	-532.78189718677	-2764.7244092224	231.5373981708
2458736.5	0.0006944444444444445	-14227777.357339272	4168741.709851372	21812919.26973413	-542.6772810945049	-2762.4408707007206	203.10855688408796
2458736.5	0.001388888888888889	-14264256.319678547	4003605.0977027444	21814014.571468256	-552.5726650022397	-2760.1573321790415	174.67971559737592
2458736.5	0.0020833333333333333	-14300735.28201782	3838468.485554117	21815109.873202387	-562.4680489099745	-2757.873793657362	146.2508743106639
2458736.5	0.002777777777777778	-14337214.244357092	3673331.873405489	21816205.174936518	-572.3634328177093	-2755.590255135683	117.82203302395185
2458736.5	0.0034722222222222225	-14373693.206696367	3508195.2612568615	21817300.476670645	-582.2588167254441	-2753.3067166140036	89.39319173723982
2458736.5	0.004166666666666667	-14410172.16903564	3343058.649108234	21818395.778404776	-592.1542006331789	-2751.0231780923245	60.964350450527775
2458736.5	0.004861111111111111	-14446651.131374914	3177922.036959606	21819491.080138907	-602.0495845409138	-2748.739639570645	32.53550916381573
2458736.5	0.005555555555555556	-14483130.093714187	3012785.4248109786	21820586.381873034	-611.9449684486485	-2746.4561010489656	4.106667877103689
2458736.5	0.00625	-14519609.05605346	2847648.812662351	21821681.683607165	-621.8403523563834	-2744.1725625272866	-24.322173409608325
2458736.5	0.006944444444444445	-14556088.018392734	2682512.2005137233	21822776.985341292	-631.7357362641181	-2741.889024005607	-52.75101469632037
2458736.5	0.0076388888888888895	-14592566.980732007	2517375.5883650957	21823872.287075423	-641.631120171853	-2739.605485483928	-81.17985598303241
2458736.5	0.008333333333333333	-14629045.94307128	2352238.9762164685	21824967.588809554	-651.5265040795878	-2737.3219469622486	-109.60869726974445
2458736.5	0.009027777777777779	-14665524.905410554	2187102.364067841	21826062.89054368	-661.4218879873226	-2735.0384084405696	-138.0375385564565
2458736.5	0.009722222222222222	-14702003.867749827	2021965.7519192132	21827158.19227781	-671.3172718950574	-2732.75486991889	-166.46637984316854
2458736.5	0.010416666666666668	-14738482.8300891	1856829.1397705856	21828253.494011942	-681.2126558027923	-2730.4713313972106	-194.89522112988058
2458736.5	0.011111111111111112	-14783422.606748236	1695403.8360718682	21803862.49717209	-690.0202053275414	-2724.5432413703693	-223.01864921344938
2458736.5	0.011805555555555555	-14828362.383447984	1533978.5323909656	21779471.50020991	-698.8277548470688	-2718.6151513260343	-251.14207729555216
2458736.5	0.0125	-14873302.160147732	1372553.2287100623	21755080.503247727	-707.6353043665963	-2712.687061281699	-279.265505377655
2458736.5	0.013194444444444444	-14918241.936847482	1211127.9250291595	21730689.50628554	-716.4428538861238	-2706.7589712373633	-307.38893345975777
2458736.5	0.01388888888888889	-14963181.71354723	1049702.6213482562	21706298.50932336	-725.2504034056514	-2700.8308811930283	-335.5123615418606
2458736.5	0.014583333333333334	-15008121.490246978	888277.3176673535	21681907.512361176	-734.0579529251788	-2694.902791148693	-363.6357896239633
2458736.5	0.015277777777777779	-15053061.266946726	726852.0139864504	21657516.51539899	-742.8655024447063	-2688.9747011043573	-391.75921770606624
2458736.5	0.015972222222222224	-15098001.043646473	565426.7103055473	21633125.51843681	-751.6730519642338	-2683.0466110600223	-419.88264578816904
2458736.5	0.016666666666666666	-15142940.820346221	404001.40662464476	21608734.521474622	-760.4806014837612	-2677.118521015687	-448.00607387027173
2458736.5	0.017361111111111112	-15187880.59704597	242576.10294374172	21584343.52451244	-769.2881510032888	-2671.1904309713514	-476.12950195237454
2458736.5	0.018055555555555557	-15232820.373745719	81150.79926283844	21559952.527550258	-778.0957005228163	-2665.2623409270163	-504.25293003447746
2458736.5	0.01875	-15277760.150445467	-80274.50441806391	21535561.53058807	-786.9032500423438	-2659.334250882681	-532.3763581165801
2458736.5	0.019444444444444445	-15322699.927145215	-241699.8080989672	21511170.53362589	-795.7107995618712	-2653.4061608383454	-560.499786198683
2458736.5	0.02013888888888889	-15367639.703844963	-403125.11177987	21486779.536663707	-804.5183490813988	-2647.4780707940104	-588.6232142807858
2458736.5	0.020833333333333336	-15412579.480579378	-564550.4154277677	21462388.539581586	-813.3258985929826	-2641.549980733508	-616.74664235904
2458736.5	0.021527777777777778	-15464741.674526326	-719099.5285116606	21413010.67517132	-820.4785299663106	-2632.2537966465616	-644.068283195198
2458736.5	0.022222222222222223	-15516903.868473275	-873648.6415955543	21363632.810761053	-827.6311613396385	-2622.957612559615	-671.389924031356
2458736.5	0.02291666666666667	-15569066.062420223	-1028197.7546794482	21314254.946350787	-834.7837927129665	-2613.6614284726684	-698.711564867514
2458736.5	0.02361111111111111	-15621228.256367171	-1182746.8677633412	21264877.081940524	-841.9364240862944	-2604.365244385722	-726.0332057036719
2458736.5	0.024305555555555556	-15673390.45031412	-1337295.9808472348	21215499.217530258	-849.0890554596224	-2595.0690602987756	-753.35484653983
2458736.5	0.025	-15725552.644261068	-1491845.0939311287	21166121.35311999	-856.2416868329504	-2585.772876211829	-780.676487375988
2458736.5	0.025694444444444447	-15777714.838208016	-1646394.2070150224	21116743.488709725	-863.3943182062784	-2576.4766921248824	-807.9981282121461
2458736.5	0.02638888888888889	-15829877.032154962	-1800943.3200989154	21067365.62429946	-870.5469495796063	-2567.180508037936	-835.3197690483039
2458736.5	0.027083333333333334	-15882039.22610191	-1955492.4331828093	21017987.759889193	-877.6995809529343	-2557.8843239509893	-862.641409884462
2458736.5	0.02777777777777778	-15934201.420048859	-2110041.546266703	20968609.895478927	-884.8522123262622	-2548.5881398640427	-889.96305072062
